ParentLocationCode,SpatialDim,Dim1,Value,NumericValue,Date,IndicatorCode
AFR,GNB,SEX_MLE,11.5,11.5,2023-12-07T16:58:57+01:00,Yth_curr_tob_use
WPR,KOR,SEX_MLE,Data not available,,2023-12-07T16:59:33+01:00,Yth_curr_tob_use
EUR,CHE,SEX_BTSX,Data not available,,2023-12-07T16:59:51+01:00,Yth_curr_tob_use
EUR,IRL,SEX_FMLE,Data not available,,2023-12-07T16:59:40+01:00,Yth_curr_tob_use
EMR,MAR,SEX_BTSX,6,6.0,2023-12-07T16:59:06+01:00,Yth_curr_tob_use
AFR,TGO,SEX_MLE,5.9,5.9,2023-12-07T16:58:58+01:00,Yth_curr_tob_use
EMR,ARE,SEX_BTSX,12.7,12.7,2023-12-07T16:58:56+01:00,Yth_curr_tob_use
AFR,TGO,SEX_FMLE,1.7,1.7,2023-12-07T16:59:13+01:00,Yth_curr_tob_use
AMR,DMA,SEX_FMLE,19.8,19.8,2023-12-07T16:59:05+01:00,Yth_curr_tob_use
AFR,DZA,SEX_BTSX,9,9.0,2023-12-07T16:59:20+01:00,Yth_curr_tob_use
EUR,KGZ,SEX_FMLE,2.4,2.4,2023-12-07T16:58:56+01:00,Yth_curr_tob_use
AMR,HND,SEX_BTSX,7.9,7.9,2023-12-07T16:59:05+01:00,Yth_curr_tob_use
EUR,SVK,SEX_FMLE,Data not available,,2023-12-07T16:59:43+01:00,Yth_curr_tob_use
AFR,TCD,SEX_BTSX,11.5,11.5,2023-12-07T16:59:06+01:00,Yth_curr_tob_use
SEAR,TLS,SEX_FMLE,20.9,20.9,2023-12-07T16:59:19+01:00,Yth_curr_tob_use
AFR,AGO,SEX_BTSX,19.8,19.8,2023-12-07T16:59:13+01:00,Yth_curr_tob_use
WPR,KHM,SEX_FMLE,2.8,2.8,2023-12-07T16:59:05+01:00,Yth_curr_tob_use
AFR,COM,SEX_BTSX,11.5,11.5,2023-12-07T16:58:58+01:00,Yth_curr_tob_use
EMR,MAR,SEX_FMLE,4.4,4.4,2023-12-07T16:58:58+01:00,Yth_curr_tob_use
AFR,ERI,SEX_BTSX,6.6,6.6,2023-12-07T16:58:58+01:00,Yth_curr_tob_use
EUR,SMR,SEX_MLE,7.3,7.3,2023-12-07T16:59:12+01:00,Yth_curr_tob_use
AFR,ZAF,SEX_BTSX,Data not available,,2023-12-07T16:59:50+01:00,Yth_curr_tob_use
EUR,FIN,SEX_MLE,17,17.0,2023-12-07T16:59:21+01:00,Yth_curr_tob_use
AFR,MRT,SEX_FMLE,19.2,19.2,2023-12-07T16:59:20+01:00,Yth_curr_tob_use
EMR,TUN,SEX_BTSX,11.7,11.7,2023-12-07T16:59:11+01:00,Yth_curr_tob_use
