ParentLocationCode,SpatialDim,Dim1,Value,NumericValue,Date,IndicatorCode
WPR,TON,SEX_BTSX,32.6 [26.4-38.7],32.6,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
SEAR,LKA,SEX_FMLE,2.6 [1.9-3.3],2.6,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EMR,IRN,SEX_MLE,29.6 [24.2-34.9],29.6,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
AMR,BLZ,SEX_BTSX,7.7 [4.1-11.2],7.7,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
,AFR,SEX_MLE,16.9 [15.2-18.9],16.9,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EMR,PSE,SEX_FMLE,6.4 [4.1-8.7],6.4,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
AFR,KEN,SEX_BTSX,9.3 [7.3-11.3],9.3,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
AFR,TCD,SEX_BTSX,6.8 [3.9-9.8],6.8,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
AFR,COG,SEX_FMLE,3.6 [2.5-4.8],3.6,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EMR,LBY,SEX_MLE,48.2 [36.9-59.6],48.2,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,LUX,SEX_BTSX,23.8 [18.4-29.2],23.8,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
AFR,BEN,SEX_MLE,13.0 [10.4-15.5],13.0,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,AZE,SEX_MLE,56.2 [36.9-75.4],56.2,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EMR,LBN,SEX_MLE,52.4 [41.0-63.7],52.4,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,TUR,SEX_BTSX,31.1 [24.4-37.7],31.1,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EMR,KWT,SEX_BTSX,20.0 [15.7-24.3],20.0,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
SEAR,TLS,SEX_BTSX,47.3 [35.0-59.7],47.3,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,CZE,SEX_BTSX,33.3 [27.9-38.7],33.3,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,CHE,SEX_BTSX,24.1 [20.1-28.2],24.1,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,HRV,SEX_FMLE,29.4 [23.9-34.9],29.4,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
WPR,KHM,SEX_BTSX,30.7 [24.8-36.5],30.7,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
WPR,MHL,SEX_MLE,50.8 [37.1-64.4],50.8,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
,EMR,SEX_MLE,33.4 [30.1-37.2],33.4,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,SWE,SEX_MLE,40.3 [32.4-48.2],40.3,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,DNK,SEX_MLE,33.7 [28.3-39.1],33.7,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
WPR,PNG,SEX_FMLE,23.7 [13.2-34.1],23.7,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,AND,SEX_BTSX,35.4 [27.3-43.6],35.4,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
AFR,MLI,SEX_MLE,18.6 [14.8-22.3],18.6,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
EUR,GBR,SEX_MLE,29.7 [25.2-34.2],29.7,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
SEAR,IND,SEX_BTSX,43.1 [34.8-51.4],43.1,2026-01-15T18:43:44.287+01:00,M_Est_tob_curr_std
