ParentLocationCode,SpatialDim,Dim1,Value,NumericValue,Date,IndicatorCode
EUR,UZB,SEX_BTSX,4.4 [4.2-4.6],4.4,2021-06-21T19:03:09+02:00,NCD_CHOL_MEANTOTALCHOL_A
AMR,SLV,SEX_BTSX,4.8 [4.5-5.0],4.8,2021-06-21T19:03:06+02:00,NCD_CHOL_MEANTOTALCHOL_A
EUR,TJK,SEX_BTSX,4.2 [3.9-4.5],4.2,2021-06-21T19:02:51+02:00,NCD_CHOL_MEANTOTALCHOL_A
AFR,LBR,SEX_FMLE,4.2 [3.7-4.6],4.2,2021-06-21T18:47:57+02:00,NCD_CHOL_MEANTOTALCHOL_A
SEAR,MDV,SEX_BTSX,4.5 [4.2-4.8],4.5,2021-06-21T19:03:25+02:00,NCD_CHOL_MEANTOTALCHOL_A
AMR,HND,SEX_MLE,4.8 [4.4-5.2],4.8,2021-06-21T18:27:23+02:00,NCD_CHOL_MEANTOTALCHOL_A
EUR,KGZ,SEX_MLE,4.2 [3.8-4.5],4.2,2021-06-21T18:27:40+02:00,NCD_CHOL_MEANTOTALCHOL_A
WPR,AUS,SEX_FMLE,5.6 [5.4-5.7],5.6,2021-06-21T18:45:04+02:00,NCD_CHOL_MEANTOTALCHOL_A
AMR,PAN,SEX_FMLE,4.8 [4.3-5.2],4.8,2021-06-21T18:48:37+02:00,NCD_CHOL_MEANTOTALCHOL_A
EUR,DNK,SEX_BTSX,5.7 [5.5-5.8],5.7,2021-06-21T19:02:11+02:00,NCD_CHOL_MEANTOTALCHOL_A
WPR,COK,SEX_FMLE,5.1 [4.7-5.4],5.1,2021-06-21T18:46:06+02:00,NCD_CHOL_MEANTOTALCHOL_A
WPR,KHM,SEX_MLE,4.1 [3.7-4.5],4.1,2021-06-21T18:26:34+02:00,NCD_CHOL_MEANTOTALCHOL_A
EUR,BLR,SEX_BTSX,5.4 [5.1-5.7],5.4,2021-06-21T19:01:51+02:00,NCD_CHOL_MEANTOTALCHOL_A
EMR,MAR,SEX_MLE,4.2 [3.7-4.8],4.2,2021-06-21T18:28:04+02:00,NCD_CHOL_MEANTOTALCHOL_A
EUR,EST,SEX_MLE,5.2 [4.9-5.4],5.2,2021-06-21T18:27:06+02:00,NCD_CHOL_MEANTOTALCHOL_A
AFR,GIN,SEX_BTSX,4.0 [3.7-4.2],4.0,2021-06-21T19:03:02+02:00,NCD_CHOL_MEANTOTALCHOL_A
AMR,KNA,SEX_BTSX,4.5 [4.2-4.8],4.5,2021-06-21T19:03:30+02:00,NCD_CHOL_MEANTOTALCHOL_A
AFR,TGO,SEX_FMLE,4.1 [3.7-4.5],4.1,2021-06-21T18:49:30+02:00,NCD_CHOL_MEANTOTALCHOL_A
SEAR,THA,SEX_BTSX,5.0 [4.9-5.2],5.0,2021-06-21T19:03:34+02:00,NCD_CHOL_MEANTOTALCHOL_A
EUR,BLR,SEX_MLE,4.9 [4.5-5.2],4.9,2021-06-21T18:26:18+02:00,NCD_CHOL_MEANTOTALCHOL_A
WPR,NIU,SEX_MLE,4.3 [4.0-4.6],4.3,2021-06-21T18:28:16+02:00,NCD_CHOL_MEANTOTALCHOL_A
EMR,EGY,SEX_BTSX,4.5 [4.3-4.6],4.5,2021-06-21T19:03:49+02:00,NCD_CHOL_MEANTOTALCHOL_A
